,ApplStandard,N-Standard,Model_No,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration3_Sink,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,H2_COP,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,outdoortype,Phase,Refrigerant,Type,Demand Response 1,EER,Registration Number
2586,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT100(A)VNVG,MITSUBISHI HEAVY INDUSTRIES,1.29,Non Ducted,Single Split System,Air,Thailand,2.76,8.71,10.0,2.90458897326,2.74,11.2,Calorimeter Room,3.5584,4.104,True,29.22,30.11,0.0,0.0,3.43822659719,3.95753966008,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5584,AAC2628
2587,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT100VG/FDC100VN,MITSUBISHI HEAVY INDUSTRIES,1.29,Non Ducted,Single Split System,Air,Thailand,2.76,8.71,10.0,2.90458897326,2.74,11.2,Calorimeter Room,3.5584,4.104,True,29.22,30.11,0.0,0.0,3.43822659719,3.95753966008,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5584,AAC2628
2588,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT100VG/FDCA100VN,MITSUBISHI HEAVY INDUSTRIES,1.29,Non Ducted,Single Split System,Air,Thailand,2.76,8.71,10.0,2.90458897326,2.74,11.2,Calorimeter Room,3.5584,4.104,True,29.22,30.11,0.0,0.0,3.43822659719,3.95753966008,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5584,AAC2628
2589,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT125VG/FDC125VSX,MITSUBISHI HEAVY INDUSTRIES,2.79,Non Ducted,Single Split System,Air,Thailand,3.63,9.71,12.5,2.39180354011,3.58,14.0,Calorimeter Room,3.4581,3.9065,True,26.4,26.53,0.0,0.0,3.37884337656,3.81519000559,Calorimeter Room,Three,R410A,Reverse Cycle,False,3.4581,AAC2619
2590,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-RZ80TKR / CU-RZ80TKR,Panasonic,1.86,Non Ducted,Single Split System,Air,Malaysia,2.48,6.14,8.0,0.0,2.66,9.0,Calorimeter Room,3.2395,3.3828,True,4.099,4.099,4.26801152738,4.43628318584,3.22079576284,3.36453450215,Calorimeter Room,Single,R32,Reverse Cycle,True,3.2395,AAC2647
2591,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ125LB / RZQS125AY,DAIKIN,1.1,Ducted,Single Split System,Air,"Thailand,Australia",3.68,11.4,12.5,0.0,3.79,15.0,Enthalpy Test Room,3.6536,4.1108,True,29.8,37.2,0.0,0.0,3.55073525382,3.97852400367,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.6536,AAC2613
2592,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ125LB / RZQS125AV,DAIKIN,1.2,Ducted,Single Split System,Air,"Thailand,Australia",3.68,11.3,12.5,0.0,3.79,15.0,Enthalpy Test Room,3.4472,4.0236,True,29.8,37.2,0.0,0.0,3.35435298246,3.89672317245,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.4472,AAC2620
2593,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ140LC / RZQS140AV,DAIKIN,1.4,Ducted,Single Split System,Air,"Thailand,Australia",4.13,12.6,14.0,0.0,4.29,16.5,Enthalpy Test Room,3.4488,3.9168,True,29.8,37.2,4.62995337995,0.0,3.36406258694,3.80371996834,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.4488,AAC2614
2594,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ140LC / RZQS140AY,DAIKIN,1.4,Ducted,Single Split System,Air,"Thailand,Australia",4.13,12.6,14.0,0.0,4.29,16.5,Enthalpy Test Room,3.428,3.8793,True,29.8,37.2,4.60221316249,0.0,3.3437997778,3.76860138629,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.428,AAC2621
2595,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ160LB / RZQS160AV,DAIKIN,1.6,Ducted,Single Split System,Air,Thailand,4.92,14.4,16.0,0.0,4.72,18.0,Enthalpy Test Room,3.1806,3.8423,True,29.8,37.2,0.0,0.0,3.11646520104,3.74212021553,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.1806,AAC2612
2596,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDYQ160LB / RZQS160AY,DAIKIN,1.6,Ducted,Single Split System,Air,Thailand,4.92,14.4,16.0,0.0,4.72,18.0,Enthalpy Test Room,3.182,3.8189,True,29.8,37.2,0.0,0.0,3.11800690432,3.72024298955,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.182,AAC2622
2597,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDXS60L / RXS60LB,DAIKIN,1.62,Ducted,Single Split System,Air,Thailand,1.91,4.38,6.0,0.0,2.17,7.0,Calorimeter Room,3.2497,3.2307,True,2.4,2.4,0.0,0.0,3.23584698901,3.21868483094,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2497,AAC2637
2598,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDXS25L / RXS25LB,DAIKIN,0.41,Ducted,Single Split System,Air,Thailand,0.69,1.99,2.4,0.0,0.91,3.2,Calorimeter Room,3.4891,3.5275,True,2.2,2.2,0.0,0.0,3.45186061605,3.49943709361,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4891,AAC2631
2599,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDXS35L / RXS35LB,DAIKIN,0.63,Ducted,Single Split System,Air,Japan,1.03,2.77,3.4,0.0,1.14,4.0,Calorimeter Room,3.3379,3.5108,True,2.2,2.2,0.0,0.0,3.31382654862,3.48836409058,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3379,AAC2638
2600,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.2:2012,FDXS50L / RXS50LB,DAIKIN,1.32,Ducted,Single Split System,Air,Thailand,1.5,3.68,5.0,0.0,1.72,5.8,Calorimeter Room,3.3204,3.4725,True,2.4,2.4,0.0,0.0,3.30276838347,3.45611927511,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3204,AAC2635
2601,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z20TKR / CU-Z20TKR,Panasonic,0.02,Non Ducted,Single Split System,Air,Malaysia,0.41,2.03,2.05,3.17800453515,0.55,2.7,Calorimeter Room,4.9052,4.8708,True,3.496,3.496,0.0,0.0,4.76482915605,4.76533797587,Calorimeter Room,Single,R32,Reverse Cycle,True,4.9052,AAC2664
2602,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z25TKR / CU-Z25TKR,Panasonic,0.02,Non Ducted,Single Split System,Air,Malaysia,0.5,2.48,2.5,3.11695906433,0.62,3.2,Calorimeter Room,4.902,5.1061,True,3.429,3.429,0.0,0.0,4.78877151503,5.00984379798,Calorimeter Room,Single,R32,Reverse Cycle,True,4.902,AAC2650
2603,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z35TKR / CU-Z35TKR,Panasonic,0.07,Non Ducted,Single Split System,Air,Malaysia,0.8,3.43,3.5,3.16903914591,0.94,4.3,Calorimeter Room,4.3355,4.5809,True,3.429,3.429,0.0,0.0,4.27160263233,4.52281648173,Calorimeter Room,Single,R32,Reverse Cycle,True,4.3355,AAC2665
2604,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z42TKR / CU-Z42TKR,Panasonic,0.84,Non Ducted,Single Split System,Air,Malaysia,1.07,3.36,4.2,2.89167280766,1.34,5.1,Calorimeter Room,3.8264,3.9272,True,3.569,3.569,0.0,0.0,3.78335897019,3.88966251627,Calorimeter Room,Single,R32,Reverse Cycle,True,3.8264,AAC2652
2605,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z50TKR / CU-Z50TKR,Panasonic,0.25,Non Ducted,Single Split System,Air,Malaysia,1.13,4.75,5.0,2.91644908616,1.31,6.0,Calorimeter Room,4.3273,4.5619,True,3.569,3.569,0.0,0.0,4.28089800857,4.51890266587,Calorimeter Room,Single,R32,Reverse Cycle,True,4.3273,AAC2663
2606,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z60TKR / CU-Z60TKR,Panasonic,0.84,Non Ducted,Single Split System,Air,Malaysia,1.58,5.16,6.0,2.86719160105,1.78,7.2,Calorimeter Room,3.7916,4.0367,True,3.477,3.477,0.0,0.0,3.76263469123,4.00926071468,Calorimeter Room,Single,R32,Reverse Cycle,True,3.7916,AAC2654
2607,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z71TKR / CU-Z71TKR,Panasonic,1.39,Non Ducted,Single Split System,Air,Malaysia,1.97,5.71,7.1,2.90402326709,2.11,8.0,Calorimeter Room,3.5437,3.7927,True,3.477,3.477,0.0,0.0,3.52229954472,3.77089290309,Calorimeter Room,Single,R32,Reverse Cycle,True,3.5437,AAC2661
2608,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-Z80TKR / CU-Z80TKR,Panasonic,1.86,Non Ducted,Single Split System,Air,Malaysia,2.32,6.14,8.0,2.76117103236,2.41,9.0,Calorimeter Room,3.2927,3.5507,True,4.099,4.099,0.0,0.0,3.27327769847,3.53067152276,Calorimeter Room,Single,R32,Reverse Cycle,True,3.2927,AAC2655
2609,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.3:2002,WV021,Diamond,3.7,Ducted,Packaged,Water loop,Australia,4.88,17.28,20.98,0.0,0.0,0.0,Calorimeter Room,4.2992,0.0,False,1.0,0.0,0.0,0.0,4.29620467791,0.0,None,Three,R407C,Cooling Only,False,4.2992,AAC2616
2610,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA101C,ACTRON AIR,1.626,Ducted,Single Split System,Air,Australia,3.08,8.292,9.918,0.0,2.96,10.62,Enthalpy Test Room,3.2191,3.5074,False,8.8,8.8,0.0,0.0,3.18830479139,3.4725013263,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.2191,AAC3281
2611,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRA101C / SRG091E,ACTRON AIR,1.626,Ducted,Single Split System,Air,Australia,3.08,8.292,9.918,0.0,2.96,10.62,Enthalpy Test Room,3.2191,3.5074,False,8.8,8.8,0.0,0.0,3.18830479139,3.4725013263,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.2191,AAC3281
2612,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,AS/NZS 3823.1.2:2001/Amdt 5:2010,SRG091E,ACTRON AIR,1.626,Ducted,Single Split System,Air,Australia,3.08,8.292,9.918,0.0,2.96,10.62,Enthalpy Test Room,3.2191,3.5074,False,8.8,8.8,0.0,0.0,3.18830479139,3.4725013263,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.2191,AAC3281
2613,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV35D1S/KCHV35D1S,Braemar,0.1,Non Ducted,Single Split System,Air,China,0.72,3.4,3.5,3.38545816733,0.78,3.8,Calorimeter Room,4.8441,4.8398,True,3.9,3.9,0.0,0.0,4.75440266673,4.75608188071,Calorimeter Room,Single,R32,Reverse Cycle,True,4.8441,AAC2623
2614,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV46D1S/KCHV46D1S,Braemar,0.8,Non Ducted,Single Split System,Air,China,1.11,3.8,4.6,3.50746268657,1.15,4.7,Calorimeter Room,4.1383,4.0927,True,5.4,5.4,0.0,0.0,4.07024711507,4.02655917368,Calorimeter Room,Single,R32,Reverse Cycle,True,4.1383,AAC2617
2615,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV52D1S/KCHV52D1S,Braemar,0.52,Non Ducted,Single Split System,Air,China,1.13,4.68,5.2,3.79664804469,1.34,5.8,Calorimeter Room,4.6189,4.3404,True,5.6,5.6,0.0,0.0,4.54088041337,4.27715996578,Calorimeter Room,Single,R32,Reverse Cycle,True,4.6189,AAC2624
2616,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV60D1S/KCHV60D1S,Braemar,0.65,Non Ducted,Single Split System,Air,China,1.51,5.45,6.1,3.73481936972,1.8,7.3,Calorimeter Room,4.1488,4.1031,True,5.1,5.1,0.0,0.0,4.09967304317,4.06233881325,Calorimeter Room,Single,R32,Reverse Cycle,True,4.1488,AAC2618
2617,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV70D1S/KCHV70D1S,Braemar,1.0,Non Ducted,Single Split System,Air,China,1.8,6.0,7.0,3.43463835435,2.08,8.0,Calorimeter Room,3.8568,3.8686,True,5.8,5.8,0.0,0.0,3.81646847177,3.83302945183,Calorimeter Room,Single,R32,Reverse Cycle,True,3.8568,AAC2625
2618,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV80D1S/KCHV80D1S,Braemar,1.8,Non Ducted,Single Split System,Air,China,2.2,6.2,8.0,3.53371868979,2.55,9.0,Calorimeter Room,3.6348,3.6612,True,5.8,5.8,0.0,0.0,3.60304632144,3.63105616537,Calorimeter Room,Single,R32,Reverse Cycle,True,3.6348,AAC2615
2619,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,AS/NZS 3823.3:2002,LNWR59X,LENNOX,1.4,Non Ducted,Window Wall,Air,China,1.83,4.6,6.0,0.0,1.76,5.5,Calorimeter Room,3.2779,3.1785,False,1.0,1.0,0.0,0.0,3.27184964344,3.17245332644,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2779,AAC2610
2620,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2012,AS/NZS 3823.1.1:1998/Amdt 3:2006,LNWR53X,LENNOX,1.25,Non Ducted,Window Wall,Air,China,1.6,4.05,5.3,0.0,1.5,5.0,Calorimeter Room,3.2922,3.2599,False,1.0,1.0,0.0,0.0,3.28538557137,3.25275805429,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.2922,AAC2611
2621,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KSHV90D1S/KCHV90D1S,Braemar,2.2,Non Ducted,Single Split System,Air,China,2.67,7.2,9.4,0.0,3.05,10.3,Calorimeter Room,3.5307,3.5336,True,5.98,5.98,0.0,0.0,3.50283216177,3.50864040655,Calorimeter Room,Single,R32,Reverse Cycle,True,3.5307,AAC2626
2622,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FDT140VG/FDCA140VSX,MITSUBISHI HEAVY INDUSTRIES,4.29,Non Ducted,Single Split System,Air,Thailand,4.26,9.71,14.0,2.36678653155,4.2,16.0,Calorimeter Room,3.3877,3.8748,True,26.64,26.97,0.0,0.0,3.31586237682,3.79160550459,Calorimeter Room,Three,R410A,Reverse Cycle,True,3.3877,AAC2636
2623,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FTXS95L / RXS95L,DAIKIN,2.6,Non Ducted,Single Split System,Air,Thailand,2.88,6.8,9.4,0.0,3.22,10.5,Calorimeter Room,3.275,3.265,True,2.4,2.4,4.35974499089,0.0,3.26575294539,3.25676514445,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.275,AAC2657
2624,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FTXS85L / RXS85L,DAIKIN,1.88,Non Ducted,Single Split System,Air,Thailand,2.58,6.62,8.5,0.0,2.51,9.0,Calorimeter Room,3.301,3.6161,True,2.4,2.4,4.92152466368,0.0,3.2906540784,3.60455649889,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.301,AAC2658
2625,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FTXS71L / RXS71L,DAIKIN,1.58,Non Ducted,Single Split System,Air,Thailand,2.08,5.52,7.1,0.0,2.18,8.0,Calorimeter Room,3.4244,3.6565,True,2.4,2.4,0.0,0.0,3.41104508779,3.64296403643,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4244,AAC2659
2626,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FVXS35L / RXS35LA,DAIKIN,0.99,Non Ducted,Single Split System,Air,Japan,0.92,2.51,3.5,0.0,1.17,4.42,Calorimeter Room,3.8095,3.8578,True,2.2,2.2,0.0,0.0,3.77911096415,3.83318657297,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8095,AAC2729
2627,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FTKS20L / RKS20L,DAIKIN,0.0,Non Ducted,Single Split System,Air,Thailand,0.45,2.0,2.0,0.0,0.0,0.0,Calorimeter Room,4.5506,0.0,True,2.2,0.0,0.0,0.0,4.47577115879,0.0,Calorimeter Room,Single,R410A,Cooling Only,False,4.5506,AAC2660
2628,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FVXS60L / RXS60LA,DAIKIN,1.47,Non Ducted,Single Split System,Air,Japan,1.7,4.53,6.0,0.0,2.03,7.0,Calorimeter Room,3.5182,3.4622,True,2.4,2.4,0.0,0.0,3.50152148751,3.44840815459,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.5182,AAC2730
2629,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,FVXS71L / RXS71LA,DAIKIN,2.19,Non Ducted,Single Split System,Air,Japan,2.13,4.91,7.1,0.0,2.21,7.65,Calorimeter Room,3.3268,3.4615,True,2.4,2.4,0.0,0.0,3.31413882902,3.44887904668,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3268,AAC2731
2630,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAF-50NXA1 / RAC-50NXA1,HITACHI,1.22,Non Ducted,Single Split System,Air,China,1.51,3.78,5.0,2.89651474531,1.66,6.0,Calorimeter Room,3.3362,3.8698,True,5.0,5.0,0.0,0.0,3.29889396649,3.8291119547,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.3362,AAC2806
2631,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-B10UFV-A & RAS-10SAVR-A,TOSHIBA,0.4,Non Ducted,Single Split System,Air,Thailand,0.6,2.0,2.4,0.0,0.75,3.2,Calorimeter Room,4.0341,4.2828,True,5.22,5.22,0.0,0.0,3.92163929264,4.18294689865,Calorimeter Room,Single,R410A,Reverse Cycle,False,4.0341,ZAC0531
2632,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-B13UFV-A & RAS-13SAVR-A2,TOSHIBA,1.05,Non Ducted,Single Split System,Air,Thailand,1.02,2.45,3.5,0.0,1.16,4.1,Calorimeter Room,3.4126,3.5395,True,5.22,5.22,4.26666666667,4.44444444444,3.35421478385,3.48666890761,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.4126,ZAC0532
2633,AS/NZS 3823.2:2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,RAS-B16UFV-A & RAS-16UAVR-A,TOSHIBA,1.0,Non Ducted,Single Split System,Air,Thailand,1.45,3.5,4.5,0.0,1.43,5.0,Calorimeter Room,3.243,3.4968,True,5.0,5.0,4.03015873016,5.0756302521,3.20432233915,3.45466201296,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.243,ZAC0533
2634,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KS09,KADEN,0.1,Non Ducted,Single Split System,Air,China,0.6,2.5,2.6,0.0,0.65,2.8,Calorimeter Room,4.3946,4.4496,True,1.0,1.0,0.0,0.0,4.36969717294,4.42566599828,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.3946,AAC2682
2635,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KS12 Outdoor / KS12 Indoor,KADEN,0.26,Non Ducted,Single Split System,Air,China,0.87,3.24,3.5,0.0,0.87,3.8,Calorimeter Room,4.0804,4.3543,True,1.0,1.0,0.0,0.0,4.06440827509,4.33689725979,Calorimeter Room,Single,R410A,Reverse Cycle,True,4.0804,AAC2694
2636,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KS18,KADEN,1.0,Non Ducted,Single Split System,Air,China,1.35,4.0,5.0,0.0,1.35,5.1,Calorimeter Room,3.7383,3.8208,True,1.0,1.0,0.0,0.0,3.72874194571,3.81102409912,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.7383,AAC2681
2637,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KS24 Outdoor / KS24 Indoor,KADEN,1.3,Non Ducted,Single Split System,Air,China,1.98,5.7,7.0,0.0,2.1,7.5,Calorimeter Room,3.5076,3.6382,True,1.0,1.0,0.0,0.0,3.50159828172,3.63226137563,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.5076,AAC2695
2638,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,KS28,KADEN,2.0,Non Ducted,Single Split System,Air,China,2.4,6.0,8.0,0.0,2.4,8.1,Calorimeter Room,3.4024,3.3783,True,1.0,1.0,0.0,0.0,3.39744313004,3.37345634723,Calorimeter Room,Single,R410A,Reverse Cycle,True,3.4024,AAC2680
2639,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,CS-25V3A-1CZ-W3/CS-25V3A-Y4Z,CHIGO,0.4,Non Ducted,Single Split System,Air,China,0.66,2.1,2.5,0.0,0.67,2.7,Calorimeter Room,3.8977,4.0654,True,0.017,0.017,0.0,0.0,3.89735445574,4.06499140813,Calorimeter Room,Single,R410A,Reverse Cycle,False,3.8977,AAC2814
2640,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,4MKM68RVMA / CTKM25RVMA / CTKM20RVMA,DAIKIN,0.0,Non Ducted,Multiple split - Fixed head,Air,Thailand,1.67,6.8,6.8,0.0,0.0,0.0,Calorimeter Room,4.7273,0.0,True,6.6,0.0,0.0,0.0,4.65704375368,0.0,Calorimeter Room,Single,R32,Cooling Only,False,4.7273,AAC2733
2641,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,FDC224KXZRE1 / FDT56KXE6F,MITSUBISHI HEAVY INDUSTRIES,0.88,Non Ducted,Multiple split - VRF,Air,Thailand,5.47,21.52,22.4,0.0,4.94,22.4,Enthalpy Test Room,3.8945,4.2798,True,42.0,55.0,0.0,0.0,3.7983924797,4.13168525103,Enthalpy Test Room,Three,R410A,Reverse Cycle,False,3.8945,AAC2732
2642,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.1.4:2012,FDC228KXZRE1 / FDT71KXE6F / FDT71KXE6F / FDT71KXE6F / FDT71KXE6F,MITSUBISHI HEAVY INDUSTRIES,1.1,Non Ducted,Multiple split - VRF,Air,Thailand,7.7,26.9,28.0,0.0,6.51,28.0,Enthalpy Test Room,3.4759,4.0508,True,42.0,55.0,0.0,0.0,3.41485919535,3.94106250637,Enthalpy Test Room,Single,R410A,Reverse Cycle,False,3.4759,AAC2691
2643,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],AS/NZS 3823.3:2002,FDC335KXZRE1,MITSUBISHI HEAVY INDUSTRIES,1.32,Non Ducted,Multiple split - VRF,Air,Thailand,10.0,32.18,33.5,0.0,8.48,33.5,,3.7352,4.1041,True,40.5,40.5,0.0,0.0,3.67913247529,4.03657424594,,Three,R410A,Reverse Cycle,False,3.7352,AAC2685
2644,Greenhouse and Energy Minimum Standards (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],AS/NZS 3823.1.1:2012,MSY-GN25VF/MUY-GN25VF,MITSUBISHI ELECTRIC,0.27,Non Ducted,Single Split System,Air,Thailand,0.58,2.23,2.5,0.0,0.0,0.0,Calorimeter Room,4.4291,0.0,True,4.0,0.0,0.0,0.0,4.32783337841,0.0,Calorimeter Room,Single,R32,Cooling Only,False,4.4291,AAC2707
